50 
28800000 
11174;0;0;0;21600000;50400000
10467;33;7;1242076;25200000;50400000
21660;7;2;1430596;21600000;46800000
26440;16;4;1327924;25200000;46800000
20025;25;5;1055516;25200000;43200000
29511;27;6;1631780;28800000;46800000
20650;5;1;883222;25200000;46800000
8314;29;6;1011738;32400000;46800000
28023;24;5;1206358;21600000;46800000
14019;29;6;1669749;32400000;50400000
9906;19;4;1138601;21600000;36000000
7392;24;5;1094096;21600000;39600000
3626;36;8;1075110;32400000;50400000
4415;33;7;1114867;32400000;46800000
25825;7;2;1411846;21600000;43200000
25875;37;8;794351;25200000;39600000
20160;17;4;1639679;25200000;50400000
28071;39;8;1264374;32400000;50400000
28298;31;7;1376537;25200000;39600000
8178;29;6;1377972;25200000;46800000
32271;9;2;1184070;25200000;43200000
2669;33;7;720475;32400000;50400000
13986;22;5;853058;25200000;39600000
8481;3;1;1237600;21600000;39600000
7628;6;2;1015429;21600000;50400000
4100;30;6;1377136;28800000;46800000
2626;23;5;1066883;32400000;46800000
1925;26;6;682723;32400000;46800000
29973;36;8;1055926;28800000;46800000
14182;38;8;1118459;32400000;50400000
27433;34;7;1158464;21600000;46800000
27594;28;6;1124422;25200000;50400000
13032;30;6;1597336;28800000;50400000
143;24;5;2034756;28800000;46800000
31287;39;8;1097278;25200000;39600000
7901;39;8;1583319;21600000;43200000
8361;28;6;1060450;32400000;50400000
30975;36;8;1240266;32400000;46800000
29171;2;1;1333243;28800000;46800000
30834;17;4;1484913;28800000;50400000
25761;21;5;2057270;32400000;50400000
4668;32;7;1899321;32400000;46800000
12551;24;5;1459081;28800000;43200000
13695;5;1;1100728;21600000;46800000
21625;18;4;1368825;32400000;46800000
2126;18;4;1421427;25200000;50400000
21695;39;8;1163809;25200000;39600000
26303;17;4;952440;28800000;43200000
22467;38;8;1305082;25200000;46800000
22594;0;39;0;21600000;50400000
