100 
36000000 
27466;0;0;0;21600000;57600000
20268;8;2;930516;32400000;57600000
19794;32;7;1141928;25200000;46800000
25473;30;6;1028677;28800000;46800000
22831;20;4;1378721;32400000;50400000
28443;30;6;917683;21600000;39600000
13878;31;7;1449732;25200000;54000000
703;13;3;751040;21600000;43200000
1382;16;4;1281976;28800000;50400000
8824;15;3;1274787;32400000;46800000
8024;5;1;1324296;36000000;50400000
16596;7;2;1321344;36000000;57600000
2328;31;7;1214695;25200000;43200000
31311;25;5;1073556;21600000;54000000
11059;10;2;1123491;21600000;50400000
9488;33;7;680989;25200000;39600000
32529;36;8;1161115;32400000;50400000
2259;38;8;643581;21600000;36000000
9861;5;1;602535;25200000;54000000
21287;13;3;1857407;28800000;46800000
8611;27;6;1137134;25200000;54000000
7129;27;6;1371074;36000000;50400000
5842;10;2;1939997;36000000;50400000
3504;9;2;1257545;36000000;50400000
24866;19;4;1219127;32400000;54000000
1882;15;3;1480453;25200000;54000000
22751;28;6;1436970;25200000;46800000
18599;28;6;824224;39600000;54000000
2662;12;3;1453134;39600000;54000000
32757;21;5;1344417;25200000;54000000
20279;29;6;1354198;32400000;57600000
19436;9;2;1514862;28800000;54000000
32076;21;5;1523509;32400000;57600000
1387;34;7;1404117;39600000;54000000
8361;32;7;1061541;32400000;50400000
26049;37;8;1130049;36000000;50400000
29493;32;7;921948;25200000;54000000
23841;20;4;1063199;32400000;54000000
1736;38;8;1772201;28800000;54000000
11600;21;5;1018634;28800000;54000000
21893;3;1;737523;39600000;54000000
7329;25;5;1570062;36000000;50400000
11370;6;2;718246;32400000;50400000
21795;18;4;1471274;36000000;50400000
9253;26;6;1117999;21600000;36000000
17433;20;4;863271;32400000;46800000
7209;28;6;1057176;36000000;57600000
3498;39;8;1542652;21600000;46800000
27650;20;4;1296784;36000000;54000000
26842;34;7;1270376;32400000;57600000
16101;1;1;956665;36000000;54000000
30649;8;2;768359;36000000;57600000
19852;22;5;945203;28800000;50400000
28634;18;4;1120940;36000000;50400000
27201;4;1;1143727;21600000;57600000
9991;36;8;1900128;39600000;57600000
4920;36;8;1198048;25200000;46800000
22579;23;5;1652476;36000000;54000000
32545;26;6;1089966;39600000;54000000
13488;3;1;720691;25200000;54000000
22526;21;5;1173662;32400000;57600000
5539;5;1;1383273;25200000;43200000
6194;17;4;1334970;39600000;54000000
25012;1;1;848076;32400000;57600000
15835;8;2;931961;28800000;57600000
31498;17;4;642923;25200000;57600000
18530;29;6;954086;39600000;54000000
18806;10;2;1109435;39600000;57600000
13393;29;6;1472635;36000000;50400000
13550;12;3;1235790;39600000;57600000
26980;6;2;1968911;32400000;46800000
9278;35;7;1679480;25200000;46800000
20194;22;5;1410973;21600000;57600000
21498;21;5;1477871;36000000;54000000
31277;18;4;1833649;25200000;46800000
6583;7;2;1156277;28800000;50400000
11160;22;5;1276448;25200000;46800000
26490;4;1;1169191;39600000;54000000
3450;16;4;1496095;39600000;57600000
9073;7;2;1280935;21600000;39600000
27009;5;1;960955;32400000;50400000
10209;4;1;1220195;36000000;50400000
18504;5;1;1005384;25200000;57600000
32608;1;1;934513;32400000;46800000
12075;34;7;1674679;28800000;43200000
12612;27;6;1491021;21600000;57600000
28762;20;4;1351213;32400000;50400000
12891;3;1;1638042;28800000;43200000
16684;28;6;1487767;36000000;54000000
19933;25;5;1255239;21600000;36000000
2742;2;1;1003198;32400000;46800000
6814;16;4;1140929;25200000;54000000
10397;17;4;1117611;28800000;57600000
20616;24;5;1366906;21600000;54000000
2600;13;3;1681466;25200000;54000000
4681;34;7;788135;21600000;43200000
27033;36;8;943097;28800000;43200000
32585;26;6;1385917;25200000;46800000
3518;3;1;1442649;36000000;57600000
8671;0;39;0;21600000;57600000
