50 
28800000 
11174;0;0;0;21600000;50400000
10467;33;7;1208244;25200000;43200000
21660;7;2;1072514;25200000;43200000
26440;16;4;1034635;28800000;50400000
20025;25;5;1321211;36000000;50400000
29511;27;6;1325408;25200000;43200000
20650;5;1;1064014;28800000;39600000
8314;29;6;1239897;28800000;39600000
28023;24;5;1650159;21600000;50400000
14019;29;6;1218993;32400000;43200000
9906;19;4;1614947;36000000;50400000
7392;24;5;1465870;36000000;46800000
3626;36;8;830273;25200000;36000000
4415;33;7;1459815;32400000;43200000
25825;7;2;1775888;36000000;46800000
25875;37;8;1490653;36000000;46800000
20160;17;4;1178700;28800000;43200000
28071;39;8;882151;28800000;50400000
28298;31;7;795433;28800000;50400000
8178;29;6;1348871;25200000;36000000
32271;9;2;1322550;28800000;39600000
2669;33;7;829939;21600000;39600000
13986;22;5;2020875;32400000;50400000
8481;3;1;1938863;36000000;50400000
7628;6;2;1248259;25200000;36000000
4100;30;6;1264141;36000000;50400000
2626;23;5;817069;25200000;36000000
1925;26;6;1126098;25200000;50400000
29973;36;8;944616;21600000;36000000
14182;38;8;1069619;21600000;46800000
27433;34;7;916408;36000000;50400000
27594;28;6;567271;32400000;50400000
13032;30;6;1246146;28800000;46800000
143;24;5;414965;25200000;46800000
31287;39;8;1214329;25200000;36000000
7901;39;8;1218598;28800000;39600000
8361;28;6;868798;25200000;36000000
30975;36;8;1456997;32400000;43200000
29171;2;1;855533;21600000;43200000
30834;17;4;1195449;28800000;46800000
25761;21;5;1041459;25200000;43200000
4668;32;7;1436300;36000000;46800000
12551;24;5;824501;28800000;50400000
13695;5;1;1648984;25200000;46800000
21625;18;4;1529730;21600000;36000000
2126;18;4;853983;21600000;39600000
21695;39;8;1172486;32400000;46800000
26303;17;4;754798;28800000;39600000
22467;38;8;1744954;28800000;50400000
22594;0;39;0;21600000;50400000
