20 
36000000 
42;0;0;0;21600000;57600000
18468;17;4;1156202;25200000;54000000
26501;21;5;1382653;39600000;46800000
15725;13;3;860235;43200000;54000000
29359;14;3;1700651;28800000;46800000
24465;12;3;1001419;39600000;46800000
28146;38;8;1593814;36000000;46800000
16828;17;4;1209343;28800000;46800000
492;32;7;860724;28800000;46800000
11943;31;7;1132214;21600000;57600000
5437;22;5;857109;36000000;54000000
14605;3;1;1174361;32400000;50400000
154;20;4;1405576;28800000;50400000
12383;28;6;1435882;32400000;46800000
18717;24;5;1286492;43200000;54000000
19896;27;6;731675;36000000;46800000
21727;30;6;896202;36000000;57600000
11539;37;8;1419405;36000000;57600000
19913;6;2;966573;25200000;54000000
26300;0;38;0;21600000;57600000
