100 
43200000 
27466;0;0;0;21600000;64800000
20268;8;2;890667;36000000;64800000
19794;32;7;1073616;46800000;61200000
25473;30;6;996224;46800000;64800000
22831;20;4;1259584;25200000;64800000
28443;30;6;1041124;28800000;46800000
13878;31;7;1389290;39600000;64800000
703;13;3;1545232;32400000;46800000
1382;16;4;1317464;21600000;50400000
8824;15;3;1908553;39600000;57600000
8024;5;1;866065;25200000;39600000
16596;7;2;1648107;32400000;61200000
2328;31;7;1707430;32400000;64800000
31311;25;5;1310798;43200000;57600000
11059;10;2;1095985;46800000;64800000
9488;33;7;1464929;21600000;57600000
32529;36;8;1173886;21600000;46800000
2259;38;8;1581723;28800000;54000000
9861;5;1;763255;32400000;50400000
21287;13;3;1371638;36000000;57600000
8611;27;6;1335396;43200000;64800000
7129;27;6;1825148;32400000;64800000
5842;10;2;1373351;21600000;50400000
3504;9;2;1542767;21600000;36000000
24866;19;4;1094189;28800000;57600000
1882;15;3;978857;43200000;64800000
22751;28;6;1386652;39600000;64800000
18599;28;6;1216493;36000000;64800000
2662;12;3;713157;32400000;57600000
32757;21;5;1204271;36000000;50400000
20279;29;6;815551;28800000;54000000
19436;9;2;856132;28800000;61200000
32076;21;5;1385128;46800000;64800000
1387;34;7;765818;25200000;54000000
8361;32;7;1506017;46800000;61200000
26049;37;8;1320107;32400000;50400000
29493;32;7;697845;36000000;64800000
23841;20;4;914434;21600000;36000000
1736;38;8;1110724;39600000;64800000
11600;21;5;1528680;25200000;46800000
21893;3;1;720727;46800000;64800000
7329;25;5;1050690;39600000;61200000
11370;6;2;1552828;32400000;46800000
21795;18;4;955365;32400000;61200000
9253;26;6;1419033;21600000;43200000
17433;20;4;1426168;25200000;54000000
7209;28;6;979437;32400000;57600000
3498;39;8;1272006;36000000;61200000
27650;20;4;1537674;32400000;50400000
26842;34;7;1582720;25200000;57600000
16101;1;1;776437;28800000;61200000
30649;8;2;1497846;36000000;54000000
19852;22;5;1305771;25200000;57600000
28634;18;4;883157;46800000;64800000
27201;4;1;1678901;32400000;57600000
9991;36;8;876825;39600000;54000000
4920;36;8;1586161;43200000;57600000
22579;23;5;1364876;21600000;54000000
32545;26;6;1550440;39600000;54000000
13488;3;1;1381296;21600000;36000000
22526;21;5;1225699;25200000;57600000
5539;5;1;1166964;36000000;54000000
6194;17;4;1484340;21600000;43200000
25012;1;1;1545406;43200000;57600000
15835;8;2;913691;43200000;57600000
31498;17;4;1005900;28800000;50400000
18530;29;6;1397125;36000000;54000000
18806;10;2;1212973;46800000;64800000
13393;29;6;726709;46800000;61200000
13550;12;3;1019722;25200000;50400000
26980;6;2;1369254;32400000;50400000
9278;35;7;1292992;43200000;64800000
20194;22;5;1520604;46800000;61200000
21498;21;5;963973;21600000;54000000
31277;18;4;1116796;28800000;43200000
6583;7;2;1456781;28800000;54000000
11160;22;5;1283002;43200000;64800000
26490;4;1;1202463;46800000;64800000
3450;16;4;608099;36000000;57600000
9073;7;2;568270;46800000;61200000
27009;5;1;1153626;21600000;50400000
10209;4;1;507263;32400000;46800000
18504;5;1;1476120;43200000;57600000
32608;1;1;884433;32400000;64800000
12075;34;7;1752702;39600000;61200000
12612;27;6;863946;43200000;64800000
28762;20;4;881085;36000000;57600000
12891;3;1;980356;28800000;64800000
16684;28;6;1598042;28800000;57600000
19933;25;5;1488363;39600000;64800000
2742;2;1;1197404;28800000;43200000
6814;16;4;1375972;32400000;64800000
10397;17;4;577586;46800000;64800000
20616;24;5;1219220;21600000;43200000
2600;13;3;1169210;36000000;54000000
4681;34;7;1029417;21600000;57600000
27033;36;8;1014896;46800000;61200000
32585;26;6;1347949;39600000;57600000
3518;3;1;1290223;46800000;61200000
8671;0;39;0;21600000;64800000
