50					
50400000					
11174;0;0;0;21600000;72000000
10467;33;7;1332568;54000000;68400000
21660;7;2;1157226;32400000;68400000
26440;16;4;1306434;32400000;72000000
20025;25;5;671202;39600000;68400000
29511;27;6;1756602;21600000;54000000
20650;5;1;1077558;36000000;50400000
8314;29;6;1388739;28800000;57600000
28023;24;5;1500408;39600000;54000000
14019;29;6;1847520;21600000;57600000
9906;19;4;1173829;32400000;57600000
7392;24;5;1311539;28800000;68400000
3626;36;8;1134863;25200000;39600000
4415;33;7;663387;54000000;72000000
25825;7;2;199062;36000000;72000000
25875;37;8;1108876;36000000;64800000
20160;17;4;1119233;25200000;54000000
28071;39;8;1103324;50400000;68400000
28298;31;7;1120067;57600000;68400000
8178;29;6;1174716;46800000;64800000
32271;9;2;1321931;57600000;68400000
2669;33;7;1320232;21600000;72000000
13986;22;5;1183284;32400000;68400000
8481;3;1;1371585;43200000;64800000
7628;6;2;1428313;39600000;54000000
4100;30;6;1148262;57600000;72000000
2626;23;5;852341;36000000;61200000
1925;26;6;1696342;39600000;64800000
29973;36;8;930675;39600000;72000000
14182;38;8;1227281;28800000;57600000
27433;34;7;1256406;43200000;54000000
27594;28;6;1837733;46800000;64800000
13032;30;6;1157207;46800000;57600000
143;24;5;1483415;39600000;50400000
31287;39;8;1012731;39600000;54000000
7901;39;8;1216852;36000000;61200000
8361;28;6;1342786;28800000;64800000
30975;36;8;882772;32400000;72000000
29171;2;1;1617267;21600000;36000000
30834;17;4;1382394;21600000;50400000
25761;21;5;787899;21600000;50400000
4668;32;7;1407110;39600000;72000000
12551;24;5;1107830;28800000;46800000
13695;5;1;1092947;50400000;72000000
21625;18;4;1353677;57600000;68400000
2126;18;4;730501;54000000;68400000
21695;39;8;1120521;36000000;57600000
26303;17;4;1216328;43200000;72000000
22467;38;8;1058205;46800000;68400000
22594;0;39;0;21600000;72000000
