100 
36000000 
27466;0;0;0;21600000;57600000
20268;8;2;795604;28800000;46800000
19794;32;7;1136065;36000000;46800000
25473;30;6;1079394;46800000;54000000
22831;20;4;1221378;32400000;50400000
28443;30;6;1494258;46800000;54000000
13878;31;7;1062203;32400000;57600000
703;13;3;1503639;43200000;54000000
1382;16;4;1314706;43200000;54000000
8824;15;3;1128764;46800000;54000000
8024;5;1;1860593;32400000;43200000
16596;7;2;881435;39600000;46800000
2328;31;7;1346647;21600000;32400000
31311;25;5;838101;28800000;46800000
11059;10;2;1110048;43200000;50400000
9488;33;7;977655;39600000;54000000
32529;36;8;989158;36000000;57600000
2259;38;8;1257914;25200000;39600000
9861;5;1;1481016;46800000;54000000
21287;13;3;1301856;32400000;39600000
8611;27;6;867036;21600000;57600000
7129;27;6;965486;36000000;46800000
5842;10;2;1305974;39600000;57600000
3504;9;2;691017;25200000;43200000
24866;19;4;1178981;39600000;54000000
1882;15;3;901785;46800000;57600000
22751;28;6;1259271;43200000;54000000
18599;28;6;1074803;32400000;50400000
2662;12;3;756314;28800000;50400000
32757;21;5;778349;21600000;28800000
20279;29;6;1207080;28800000;54000000
19436;9;2;986839;28800000;50400000
32076;21;5;46813;21600000;28800000
1387;34;7;1110620;32400000;54000000
8361;32;7;641199;32400000;43200000
26049;37;8;1544423;36000000;46800000
29493;32;7;1254652;46800000;54000000
23841;20;4;1014336;46800000;57600000
1736;38;8;1275023;36000000;43200000
11600;21;5;1525062;28800000;57600000
21893;3;1;697626;21600000;50400000
7329;25;5;1480131;46800000;57600000
11370;6;2;1264712;46800000;54000000
21795;18;4;1324644;25200000;46800000
9253;26;6;1571160;28800000;46800000
17433;20;4;1120421;25200000;36000000
7209;28;6;784217;39600000;50400000
3498;39;8;1225358;28800000;43200000
27650;20;4;1077817;43200000;54000000
26842;34;7;1580523;28800000;43200000
16101;1;1;1217776;32400000;39600000
30649;8;2;1347306;28800000;50400000
19852;22;5;883496;28800000;36000000
28634;18;4;1018019;21600000;32400000
27201;4;1;751505;46800000;54000000
9991;36;8;1783662;32400000;39600000
4920;36;8;1648687;28800000;36000000
22579;23;5;971887;43200000;57600000
32545;26;6;1292161;46800000;54000000
13488;3;1;1118648;25200000;54000000
22526;21;5;1185190;28800000;50400000
5539;5;1;1210323;36000000;54000000
6194;17;4;1307342;28800000;50400000
25012;1;1;1205910;39600000;57600000
15835;8;2;1126669;39600000;50400000
31498;17;4;1120626;36000000;54000000
18530;29;6;1553341;36000000;43200000
18806;10;2;1071568;39600000;50400000
13393;29;6;1201796;25200000;32400000
13550;12;3;1116253;43200000;50400000
26980;6;2;1401921;43200000;57600000
9278;35;7;903423;28800000;39600000
20194;22;5;909253;21600000;54000000
21498;21;5;886362;39600000;54000000
31277;18;4;863120;36000000;57600000
6583;7;2;1148000;25200000;54000000
11160;22;5;1362765;25200000;43200000
26490;4;1;1878319;21600000;28800000
3450;16;4;1132641;43200000;54000000
9073;7;2;1146606;32400000;57600000
27009;5;1;808178;39600000;54000000
10209;4;1;1207774;28800000;54000000
18504;5;1;1049086;21600000;36000000
32608;1;1;1245547;39600000;57600000
12075;34;7;676283;28800000;39600000
12612;27;6;906903;32400000;54000000
28762;20;4;885996;28800000;54000000
12891;3;1;969574;21600000;46800000
16684;28;6;1315088;36000000;46800000
19933;25;5;928759;36000000;50400000
2742;2;1;953809;21600000;46800000
6814;16;4;1681572;28800000;54000000
10397;17;4;1105688;46800000;54000000
20616;24;5;1389107;43200000;54000000
2600;13;3;1370072;32400000;50400000
4681;34;7;950718;32400000;39600000
27033;36;8;815664;43200000;57600000
32585;26;6;1341332;36000000;43200000
3518;3;1;836165;43200000;50400000
8671;0;39;0;21600000;57600000
