20 
36000000 
42;0;0;0;21600000;57600000
18468;17;4;1553800;36000000;57600000
26501;21;5;1081023;21600000;39600000
15725;13;3;1072230;39600000;57600000
29359;14;3;1206844;36000000;57600000
24465;12;3;890222;36000000;50400000
28146;38;8;1539444;25200000;57600000
16828;17;4;1502524;43200000;57600000
492;32;7;857478;28800000;57600000
11943;31;7;1289396;21600000;39600000
5437;22;5;1091154;25200000;36000000
14605;3;1;1421616;21600000;43200000
154;20;4;1317664;43200000;57600000
12383;28;6;839115;43200000;54000000
18717;24;5;1331054;43200000;57600000
19896;27;6;951140;25200000;50400000
21727;30;6;1107366;43200000;57600000
11539;37;8;1585975;28800000;46800000
19913;6;2;1450885;32400000;43200000
26300;0;38;0;21600000;57600000
