100					
50400000					
27466;0;0;0;21600000;72000000
20268;8;2;1251543;50400000;68400000
19794;32;7;1087593;54000000;68400000
25473;30;6;646016;25200000;54000000
22831;20;4;1012986;36000000;64800000
28443;30;6;1147078;57600000;68400000
13878;31;7;1472680;43200000;57600000
703;13;3;576784;57600000;72000000
1382;16;4;1452704;21600000;50400000
8824;15;3;1045605;46800000;57600000
8024;5;1;1377070;32400000;54000000
16596;7;2;1147471;21600000;43200000
2328;31;7;921836;46800000;64800000
31311;25;5;762086;57600000;68400000
11059;10;2;1150174;39600000;54000000
9488;33;7;2101931;36000000;61200000
32529;36;8;1750755;36000000;46800000
2259;38;8;1144145;32400000;68400000
9861;5;1;1250930;54000000;64800000
21287;13;3;1601491;32400000;68400000
8611;27;6;1514638;50400000;64800000
7129;27;6;808829;32400000;43200000
5842;10;2;1078356;43200000;54000000
3504;9;2;1037708;28800000;61200000
24866;19;4;1543378;28800000;54000000
1882;15;3;1012371;32400000;50400000
22751;28;6;1341094;36000000;46800000
18599;28;6;1584226;50400000;61200000
2662;12;3;1378767;46800000;64800000
32757;21;5;1014802;43200000;61200000
20279;29;6;1105494;25200000;54000000
19436;9;2;1037385;25200000;72000000
32076;21;5;1337719;54000000;68400000
1387;34;7;1284347;43200000;64800000
8361;32;7;1699646;32400000;72000000
26049;37;8;1377033;39600000;68400000
29493;32;7;1685278;25200000;43200000
23841;20;4;1395658;54000000;68400000
1736;38;8;959131;28800000;61200000
11600;21;5;1095111;57600000;72000000
21893;3;1;973649;46800000;57600000
7329;25;5;1148871;50400000;61200000
11370;6;2;1338535;25200000;72000000
21795;18;4;1106549;32400000;68400000
9253;26;6;1093595;32400000;50400000
17433;20;4;1531378;57600000;68400000
7209;28;6;1153613;28800000;39600000
3498;39;8;1005104;32400000;68400000
27650;20;4;882554;32400000;46800000
26842;34;7;565238;57600000;68400000
16101;1;1;1467493;25200000;68400000
30649;8;2;1487507;21600000;46800000
19852;22;5;1011287;50400000;68400000
28634;18;4;1500175;25200000;46800000
27201;4;1;1538117;32400000;72000000
9991;36;8;1064304;36000000;50400000
4920;36;8;1271699;54000000;64800000
22579;23;5;1260281;43200000;61200000
32545;26;6;1495084;21600000;39600000
13488;3;1;924096;54000000;68400000
22526;21;5;1639660;54000000;72000000
5539;5;1;1205450;28800000;46800000
6194;17;4;1325972;32400000;57600000
25012;1;1;1054493;50400000;64800000
15835;8;2;1709605;21600000;54000000
31498;17;4;1207398;36000000;68400000
18530;29;6;1433443;57600000;72000000
18806;10;2;1236196;21600000;39600000
13393;29;6;1691735;43200000;64800000
13550;12;3;1170554;46800000;68400000
26980;6;2;665666;57600000;68400000
9278;35;7;1334834;21600000;72000000
20194;22;5;974476;43200000;54000000
21498;21;5;1155658;21600000;68400000
31277;18;4;1621211;39600000;54000000
6583;7;2;1457439;50400000;72000000
11160;22;5;1198542;25200000;64800000
26490;4;1;1365007;57600000;72000000
3450;16;4;1322570;25200000;61200000
9073;7;2;970360;28800000;57600000
27009;5;1;1224492;43200000;64800000
10209;4;1;1432619;36000000;57600000
18504;5;1;587527;32400000;54000000
32608;1;1;1508156;50400000;61200000
12075;34;7;632447;25200000;43200000
12612;27;6;2050684;50400000;61200000
28762;20;4;1207189;39600000;54000000
12891;3;1;1359165;21600000;54000000
16684;28;6;1033807;50400000;72000000
19933;25;5;1473475;57600000;72000000
2742;2;1;1452479;32400000;43200000
6814;16;4;1732683;25200000;61200000
10397;17;4;978733;32400000;64800000
20616;24;5;1217175;54000000;68400000
2600;13;3;944731;43200000;68400000
4681;34;7;894778;43200000;61200000
27033;36;8;1011130;57600000;68400000
32585;26;6;1086574;21600000;68400000
3518;3;1;659535;25200000;46800000
8671;0;39;0;21600000;72000000
